Category,Description,Nutrient Data Bank Number,Carbohydrate,Cholesterol,Choline,Protein,SugarTotal,Water,MonosaturatedFat,FatPolysaturated,SaturatedFat,Fat,Vitamin
Sausage,"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27320090,14.19,25,25,5.22,1.8,73.27,2.223,1.384,1.534,5.69,94
Pork,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27320100,11.27,10,23.4,5.06,1.81,75.14,2.926,2.497,1.264,7.07,82
Pork,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27320110,12.28,11,24.2,5.12,1.74,74.54,2.769,2.325,1.202,6.64,9
Sausage,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27320120,11.61,13,17.3,3.73,1.11,75.66,3.107,2.117,1.789,7.53,83
Sausage,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27320130,12.78,13,18.3,3.78,1.06,74.89,2.949,1.944,1.737,7.12,7
Pork,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27320140,11.22,12,21.7,4.98,0.95,75.67,2.838,2.228,1.302,6.84,79
Pork,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27320150,12.37,12,22.7,5.03,0.9,74.91,2.682,2.058,1.248,6.43,3
Pork,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",27320210,14.94,14,29.6,6.59,1.12,71.61,2.287,1.676,1.145,5.44,4
Pork chow mein or chop suey with noodles,Pork chow mein or chop suey with noodles,27320310,11.17,23,38.9,10.41,1.55,70.83,2.586,1.199,2.014,6.38,8
Pork,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",27320320,8.03,24,35.4,9.99,1.36,72.97,3.344,2.288,1.752,7.9,121
Pork,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",27320330,7.8,25,35.7,10.17,1.42,72.81,3.456,2.368,1.801,8.15,8
Pork,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27320340,14.96,11,18.7,5.61,1.45,73.01,2.101,1.651,1.003,5.07,85
Pork,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27320350,16.08,11,19.7,5.64,1.4,71.9,2.115,1.652,1.003,5.07,9
Ham,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",27320410,15.02,11,28,5.56,1.12,72.66,2.196,1.679,1.041,5.06,4
Ham,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",27320450,13.4,10,26.5,5.47,1.18,73.5,2.53,2.029,1.153,5.9,106
Sweet and sour pork with rice,Sweet and sour pork with rice,27320500,19.75,36,34.1,10.12,7.39,61.25,2.848,2.47,1.328,7.12,8
Shepherd's pie with lamb,Shepherd's pie with lamb,27330010,13.08,17,28.4,7.12,1.79,73.22,2.287,1.071,1.354,5.07,37
Lamb or mutton stew with potatoes and vegetables including carrots,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27330030,11.66,22,37.8,8.8,1.07,75.87,0.892,0.211,0.861,2.28,47
Lamb or mutton,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27330050,16.34,14,17.7,5.05,0.55,71.93,2.268,1.12,1.65,5.51,3
Lamb or mutton,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27330060,15.15,13,18.3,5.13,1.47,73.03,2.169,1.222,1.544,5.31,86
Lamb or mutton,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",27330080,15.2,14,16.7,5.02,0.6,73.06,2.253,1.119,1.649,5.5,81
Lamb or mutton stew with potatoes and vegetables excluding carrots,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27330110,11.92,22,38.6,9.31,1.34,75.16,0.898,0.224,0.868,2.31,23
Stuffed grape leaves with lamb and rice,Stuffed grape leaves with lamb and rice,27330170,11.91,25,27.8,8.17,2.39,57.36,12.27,2.633,5.359,21.52,359
Lamb or mutton stew with potatoes and vegetables including carrots,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27330210,11.66,22,37.9,8.25,1.69,76.73,0.72,0.217,0.655,1.89,50
Lamb or mutton stew with potatoes and vegetables excluding carrots,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27330220,11.91,22,38.6,8.75,1.96,75.93,0.724,0.23,0.66,1.92,26
Veal fricassee,"Veal fricassee, Puerto Rican style",27331150,7.24,55,65.1,16.36,1.28,65.38,2.611,3.132,1.666,8.1,7
Veal stew with potatoes and vegetables including carrots,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27332100,7.07,15,29.5,6.35,1.37,82.77,1.264,0.169,0.966,2.77,68
Veal stew with potatoes and vegetables excluding carrots,"Veal stew with potatoes and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27332110,8.53,14,28.8,6.18,1.03,81.64,1.182,0.157,0.905,2.59,5
Rabbit stew with potatoes and vegetables,Rabbit stew with potatoes and vegetables,27335100,4.44,18,28.6,6.97,0.99,85.27,0.474,0.367,0.534,1.81,50
Stewed rabbit,"Stewed rabbit, Puerto Rican style,",27335500,6.83,46,51.1,17.14,0.92,60.38,7.156,1.751,2.479,12.7,2
Venison or deer stew with potatoes and vegetables including carrots,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27336100,8.39,19,31,7.52,1.98,82.15,0.162,0.092,0.407,0.82,80
Venison or deer stew with potatoes and vegetables excluding carrots,"Venison or deer stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27336150,8.38,20,32,7.79,1.9,81.87,0.166,0.092,0.415,0.84,9
Venison or deer,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27336200,11.17,16,26.2,5.95,0.94,75.15,2.562,2.331,1.19,6.5,78
Venison or deer,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27336250,12.31,16,27.3,6.01,0.9,74.39,2.405,2.163,1.136,6.1,3
Venison or deer,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27336300,13.64,28,33.8,7.43,1.61,72.54,1.865,1.795,0.985,5.11,87
Venison or deer,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27336310,14.75,28,34.8,7.47,1.55,71.43,1.88,1.796,0.986,5.11,11
Chicken or turkey,"Chicken or turkey, potatoes, corn, and cheese, with gravy",27341000,13.22,12,17.3,4.55,0.95,74.66,2.267,1.595,1.527,6.2,27
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",27341010,13.29,20,22.4,6.16,1.18,73.14,2.451,2.172,0.952,5.97,107
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",27341020,14.81,20,23.7,6.21,1.11,71.84,2.353,2.057,0.915,5.7,5
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27341025,11.17,16,17.4,4.72,0.94,75.99,2.798,2.42,1.105,6.82,79
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27341030,12.27,16,18.4,4.75,0.89,74.9,2.813,2.421,1.106,6.82,4
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",27341035,11.09,14,19,4.79,1.29,75.69,2.669,2.843,1.194,7.11,78
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",27341040,12.15,14,20,4.84,1.25,74.98,2.524,2.689,1.144,6.74,9
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",27341045,11.71,26,18.6,7.54,0.96,73.2,2.034,0.933,2.541,5.93,104
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",27341050,12.86,26,19.6,7.57,0.9,72.06,2.049,0.934,2.542,5.93,26
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27341055,11.09,14,18.9,4.81,1.78,75.62,2.884,2.681,1.06,7.02,84
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27341060,12.18,14,19.8,4.84,1.72,74.53,2.898,2.682,1.061,7.03,9
Chicken or turkey stew with potatoes and vegetables including carrots,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27341310,7.85,21,18.3,6.08,1.46,82.6,0.945,0.646,0.459,2.33,95
Chicken or turkey stew with potatoes and vegetables excluding carrots,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27341320,8.68,20,20.9,6.57,1.53,81.37,0.917,0.633,0.448,2.27,17
Chicken or turkey stew with potatoes and vegetables including carrots,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27341510,9.05,21,20.3,6.33,2.35,80.85,0.955,0.679,0.469,2.41,101
Chicken or turkey stew with potatoes and vegetables excluding carrots,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",27341520,9.83,20,22.8,6.82,2.4,79.68,0.927,0.665,0.458,2.34,26
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",27343010,16.59,37,30.2,7.95,0.9,68.67,2.088,1.775,0.958,5.46,112
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",27343020,18.11,37,31.5,8,0.83,67.19,2.083,1.752,0.952,5.41,9
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27343410,13.69,29,23.3,6.08,0.75,73.42,2.188,1.786,1,5.62,83
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27343420,14.86,29,24.4,6.13,0.7,72.6,2.026,1.611,0.944,5.2,7
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",27343470,13.46,26,24.6,6.06,1.12,73.62,1.939,2.106,1.046,5.62,82
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",27343480,14.5,26,25.5,6.09,1.07,72.56,1.952,2.106,1.047,5.63,11
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27343510,13.58,28,24.8,6.16,1.6,73.03,2.279,2.057,0.954,5.84,88
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27343520,14.69,28,25.7,6.19,1.55,71.93,2.294,2.058,0.955,5.84,12
Chicken or turkey chow mein or chop suey with noodles,Chicken or turkey chow mein or chop suey with noodles,27343910,11.15,33,29.7,9.91,1.54,72.26,2.12,1.25,1.455,5.43,10
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",27343950,14.16,39,24.4,8.9,0.74,69.44,1.934,0.797,2.617,5.97,108
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",27343960,15.32,39,25.4,8.93,0.69,68.3,1.949,0.799,2.618,5.97,29
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",27345010,18.2,20,15.9,6.78,0.69,68.3,2.244,1.937,0.9,5.47,108
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",27345020,19.78,20,17.3,6.85,0.62,67.14,2.051,1.727,0.832,4.96,5
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27345210,14.89,16,12.8,5.21,0.59,73.05,2.32,1.923,0.961,5.66,80
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27345220,16.03,16,13.8,5.25,0.54,72.1,2.248,1.837,0.934,5.46,4
Chicken or turkey,"Chicken or turkey, rice, corn, and cheese, with gravy",27345230,14.37,16,15.8,5.66,0.96,70.51,3.213,1.801,1.921,7.96,20
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",27345310,8.07,33,25.7,9.4,1.4,74.47,2.86,2.34,1.172,6.93,123
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",27345320,7.84,35,25.7,9.56,1.47,74.36,2.956,2.422,1.201,7.15,10
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",27345410,14.58,14,14.8,5.26,0.97,73.27,2.064,2.23,1.01,5.66,79
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",27345420,15.67,14,15.7,5.31,0.92,72.55,1.915,2.072,0.959,5.28,9
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",27345440,15.54,26,13.7,8.05,0.58,69.77,1.709,0.58,2.461,5.15,105
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",27345450,16.69,26,14.7,8.09,0.53,68.62,1.724,0.582,2.462,5.16,26
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27345510,14.84,15,14.4,5.32,1.44,73.02,2.237,2.021,0.861,5.47,85
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27345520,15.94,15,15.3,5.35,1.39,71.92,2.252,2.022,0.861,5.48,10
Chicken or turkey pot pie,Chicken or turkey pot pie,27347100,19.21,15,12.4,5.11,2.26,62.58,3.613,3.302,4.365,11.85,34
Chicken or turkey,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",27347200,13.28,21,18.7,7.12,1.95,69.53,4.081,2.422,1.746,8.74,183
Chicken or turkey,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",27347210,14.85,21,20,7.17,1.88,67.97,4.101,2.424,1.747,8.75,76
Chicken or turkey,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",27347220,11.27,17,14.8,5.46,1.52,74.81,3.298,1.902,1.466,7.18,136
Chicken or turkey,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",27347230,11.81,16,15,5.22,1.4,74.98,3.148,1.808,1.394,6.82,54
Chicken or turkey,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",27347240,11.52,17,14.7,5.53,1.12,74.92,2.626,2.086,1.291,6.57,87
Chicken or turkey,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",27347250,12.69,17,15.8,5.59,1.07,74.14,2.466,1.913,1.236,6.16,10
Chicken fricassee,"Chicken fricassee, Puerto Rican style",27348100,7.13,44,36.3,12.14,1.26,67.5,4.682,3.429,1.827,10.67,20
Paella with seafood,Paella with seafood,27350020,16.42,25,23.6,8.03,0.92,68.8,2.78,0.626,0.96,4.77,25
Seafood stew with potatoes and vegetables excluding carrots,"Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",27350030,5.72,39,40.4,8.68,1.57,81.97,0.56,0.389,0.436,1.65,41
Shrimp chow mein or chop suey with noodles,Shrimp chow mein or chop suey with noodles,27350050,11.37,65,51.6,9.05,1.51,73.82,1.414,1.137,1.134,4.03,35
Shrimp creole,"Shrimp creole, with rice",27350060,11.9,108,38.1,10.12,0.96,72.87,1.465,1.218,0.659,3.63,35
Tuna pot pie,Tuna pot pie,27350070,16.5,12,14.3,8.96,1.64,60.07,5.064,3.314,3.628,13.16,152
Tuna noodle casserole with vegetables,"Tuna noodle casserole with vegetables, cream or white sauce",27350080,14.04,30,24.6,9.01,2.35,69.64,1.599,0.843,2.991,6.12,65
Fish,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",27350090,14.16,31,26.8,8.35,0.74,70.8,1.581,0.709,2.424,5.22,109
Fish,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",27350100,15.32,31,27.8,8.39,0.69,69.65,1.596,0.71,2.425,5.22,30
Bouillabaisse,Bouillabaisse,27350110,2.15,41,53.6,13.42,0.61,79.2,1.698,0.601,0.875,3.75,30
Oyster pie,Oyster pie,27350200,19.95,23,27.9,5.38,2.26,57.36,5.955,3.785,4.804,15.98,65
Seafood stew with potatoes and vegetables including carrots,"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",27350310,5.98,39,41.1,8.82,1.67,81.83,0.405,0.294,0.377,1.34,74
Tuna noodle casserole with vegetables and mushroom sauce,Tuna noodle casserole with vegetables and mushroom sauce,27350410,12.97,23,21.9,7.97,1.47,73.41,1.048,1.116,1.749,4.43,29
Codfish with starchy vegetables,"Codfish with starchy vegetables, Puerto Rican style",27351010,18.45,6,20.5,3.53,2.94,71.46,3.815,0.62,0.759,5.43,134
Stewed codfish,"Stewed codfish, Puerto Rican style",27351030,8.48,30,49.3,10.87,1.69,75.88,2.711,0.508,0.615,4.02,8
Biscayne codfish,"Biscayne codfish, Puerto Rican style",27351040,11.08,19,38,9.2,1.85,65.83,8.678,1.375,1.716,12.24,12
Stew,"Stew, NFS",27360000,8.24,14,20.3,5.23,1.58,81.27,1.767,0.363,1.436,3.98,41
Goulash,"Goulash, NFS",27360010,8.7,54,61.2,15.31,1.6,67.31,2.587,0.439,3.419,7.4,35
Meat pie,"Meat pie, NFS",27360050,19.21,15,12.4,5.11,2.26,62.58,3.613,3.302,4.365,11.85,34
Chow mein or chop suey,"Chow mein or chop suey, NS as to type of meat, with noodles",27360080,11.15,33,29.7,9.91,1.54,72.26,2.12,1.25,1.455,5.43,10
Paella,"Paella, NFS",27360090,15.79,33,28.5,9.54,0.67,65.17,3.891,0.993,1.843,7.17,16
Brunswick stew,Brunswick stew,27360100,7.32,37,33,11.26,1.01,75.32,2.078,1.095,1.216,5.03,7
Chow mein or chop suey,"Chow mein or chop suey, various types of meat, with noodles",27360120,11.16,26,34,10.36,1.54,71.65,2.199,1.172,1.65,5.57,9
Stewed variety meats,"Stewed variety meats, mostly liver, Puerto Rican style",27361010,5.74,201,182,15.78,1.94,74.39,0.514,0.513,1.255,2.49,3670
Stewed tripe,"Stewed tripe, with potatoes, Puerto Rican style",27362000,9.45,53,94.6,8.57,2.03,75.78,1.392,1.214,0.961,4.07,49
Gumbo with rice,Gumbo with rice,27363000,6.54,30,23.5,8.16,1.7,80.47,1.366,0.83,0.768,3.43,10
Jambalaya with meat and rice,Jambalaya with meat and rice,27363100,8.64,58,41.8,13.77,0.94,68.27,3.319,1.617,2.212,7.97,8
Beef and vegetables including carrots,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",27410210,3,31,46,11.41,1.27,77.52,2.774,1.635,1.68,6.73,206
Beef and vegetables excluding carrots,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",27410220,5.16,27,42.3,10.03,0.99,76.48,2.958,1.925,1.632,7.09,6
Beef shish kabob with vegetables,"Beef shish kabob with vegetables, excluding potatoes",27410250,5,41,57.6,14.7,2.33,74.27,2.037,0.507,1.661,4.9,8
Beef with vegetables including carrots,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",27411100,4.48,21,35.5,8.24,2.51,78.86,2.859,2.111,1.466,6.99,149
